duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4982,Subscriber,1991,Male,27.0
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1917,Subscriber,1974,Male,27.0
8 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,5354,Customer,1987,Male,27.0
3 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4317,Subscriber,1984,Male,27.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4452,Subscriber,1978,Male,27.0
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4940,Subscriber,1989,Male,27.0
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4344,Subscriber,1988,Male,26.0
7 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5353,Subscriber,1985,Male,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5057,Subscriber,1988,Male,27.0
11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4834,Subscriber,1990,Female,26.0
5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5410,Subscriber,1988,Male,29.0
6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4810,Subscriber,1964,Male,27.0
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5442,Subscriber,1997,Male,26.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,2175,Subscriber,1988,Male,26.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),2353,Customer,1989,Male,27.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,4958,Subscriber,1995,Female,27.0
8 minutes,22,Howard St at Beale St,9,Broadway at Battery St,2047,Subscriber,1983,Male,27.0
12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,135,Subscriber,1992,Female,26.0
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1248,Subscriber,1984,Male,27.0
12 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1898,Subscriber,1977,Male,29.0
9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4452,Customer,1993,Female,27.0
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5310,Subscriber,1981,Male,27.0
4 minutes,22,Howard St at Beale St,14,Clay St at Battery St,5255,Subscriber,1987,Male,29.0
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5389,Subscriber,1978,Female,29.0
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4637,Subscriber,1980,Male,29.0
10 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),2434,Subscriber,1988,Male,26.0
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,449,Subscriber,1986,Male,26.0
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1529,Subscriber,1974,Male,26.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1771,Subscriber,1978,Male,27.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5535,Subscriber,1979,Male,29.0
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4408,Subscriber,1986,Male,27.0
10 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4800,Subscriber,1975,Male,27.0
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,5296,Subscriber,1988,Male,29.0
15 minutes,16,Steuart St at Market St,126,Esprit Park,5017,Subscriber,1968,Female,27.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1127,Subscriber,1953,Male,26.0
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5494,Subscriber,1974,Male,26.0
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4728,Subscriber,1995,Female,27.0
2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,2165,Subscriber,1986,Male,26.0
12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3508,Subscriber,1986,Male,26.0
7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5012,Subscriber,1961,Male,26.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1917,Subscriber,1983,Male,27.0
10 minutes,81,Berry St at 4th St,9,Broadway at Battery St,5298,Subscriber,1995,Male,29.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,762,Subscriber,1971,Male,27.0
8 minutes,22,Howard St at Beale St,321,5th St at Folsom,3241,Subscriber,1970,Female,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5255,Subscriber,1965,Male,29.0
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5554,Subscriber,1982,Male,26.0
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),1706,Subscriber,1986,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),59,S Van Ness Ave at Market St,5428,Subscriber,1973,Male,29.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,479,Subscriber,1963,Male,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,4626,Subscriber,1979,Male,27.0
23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3446,Subscriber,1985,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5349,Subscriber,1966,Male,29.0
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),88,11th St at Bryant St,4848,Subscriber,1983,Male,26.0
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5548,Subscriber,1970,Male,27.0
7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2502,Subscriber,1959,Female,26.0
5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5045,Subscriber,1982,Male,26.0
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,764,Subscriber,1987,Male,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,3300,Subscriber,1982,Male,26.0
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5402,Subscriber,1963,Male,26.0
23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),3643,Customer,1966,Male,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5050,Subscriber,1979,Male,26.0
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),3087,Subscriber,1972,Male,27.0
4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),858,Subscriber,1964,Male,27.0
6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1099,Subscriber,1978,Male,27.0
4 minutes,81,Berry St at 4th St,104,4th St at 16th St,1683,Subscriber,1995,Female,27.0
19 minutes,16,Steuart St at Market St,126,Esprit Park,4400,Customer,1973,Female,27.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,661,Subscriber,1984,Other,26.0
7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,1697,Subscriber,1971,Male,26.0
9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2665,Subscriber,1970,Male,26.0
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3263,Subscriber,1979,Male,26.0
2 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),1459,Subscriber,1983,Male,27.0
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1220,Subscriber,1986,Male,26.0
13 minutes,16,Steuart St at Market St,126,Esprit Park,5024,Subscriber,1991,Male,29.0
4 minutes,81,Berry St at 4th St,104,4th St at 16th St,567,Subscriber,1994,Female,26.0
7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,413,Subscriber,1982,Male,29.0
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,1712,Subscriber,1985,Male,26.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3555,Subscriber,1986,Female,29.0
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4736,Subscriber,1993,Female,29.0
4 minutes,22,Howard St at Beale St,16,Steuart St at Market St,634,Subscriber,1962,Female,27.0
10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5275,Customer,1982,Male,29.0
5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),3087,Subscriber,1979,Female,27.0
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,300,Subscriber,1974,Male,26.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4616,Customer,1988,Male,27.0
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),2187,Subscriber,1977,Male,27.0
11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5213,Subscriber,1991,Male,29.0
9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,980,Subscriber,1977,Male,27.0
8 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,3443,Subscriber,1993,Male,26.0
12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1470,Subscriber,1969,Male,26.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,2446,Subscriber,1984,Male,27.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2317,Subscriber,1973,Male,26.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),4610,Subscriber,1995,Female,26.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,1552,Subscriber,1985,Female,26.0
5 minutes,81,Berry St at 4th St,104,4th St at 16th St,193,Subscriber,1990,Female,26.0
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4949,Subscriber,1980,Male,27.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,572,Subscriber,1983,Male,27.0
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3617,Subscriber,1981,Female,26.0
5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),2128,Subscriber,1969,Male,26.0
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),138,Subscriber,1963,Male,26.0
4 minutes,22,Howard St at Beale St,36,Folsom St at 3rd St,5148,Subscriber,1962,Male,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2100,Subscriber,1983,Male,26.0
12 minutes,81,Berry St at 4th St,77,11th St at Natoma St,4977,Subscriber,1990,Female,29.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,1333,Subscriber,1989,Female,26.0
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),610,Subscriber,1967,Male,26.0
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),817,Subscriber,1986,Male,26.0
10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4716,Customer,1990,Male,26.0
12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5278,Subscriber,1988,Female,29.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5163,Subscriber,1990,Female,26.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2721,Subscriber,1967,Male,27.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,444,Subscriber,1984,Male,26.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,3151,Subscriber,1990,Male,26.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,290,Subscriber,1983,Male,26.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),762,Subscriber,1970,Female,27.0
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,861,Subscriber,1969,Female,26.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,2692,Subscriber,1990,Male,27.0
7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5559,Subscriber,1979,Male,29.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,2191,Subscriber,1965,Male,26.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4959,Subscriber,1984,Female,29.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2796,Subscriber,1989,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),908,Subscriber,1989,Male,26.0
14 minutes,16,Steuart St at Market St,126,Esprit Park,4814,Subscriber,1959,Male,27.0
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1399,Subscriber,1986,Female,29.0
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5494,Subscriber,1993,Female,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4988,Subscriber,1984,Male,27.0
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,2702,Subscriber,1989,Male,26.0
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5322,Subscriber,1980,Male,29.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,2714,Subscriber,1962,Male,27.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1535,Subscriber,1983,Male,29.0
4 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,1619,Subscriber,1981,Male,26.0
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5334,Subscriber,1975,Male,26.0
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5213,Subscriber,1972,Male,29.0
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,484,Subscriber,1982,Male,26.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5548,Subscriber,1977,Male,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5469,Customer,1974,Male,26.0
11 minutes,22,Howard St at Beale St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1964,Subscriber,1963,Male,29.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1315,Subscriber,1963,Male,27.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3087,Subscriber,1971,Male,27.0
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4617,Subscriber,1988,Male,26.0
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),79,7th St at Brannan St,5044,Customer,1981,Female,27.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5012,Subscriber,1997,Female,26.0
9 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4977,Subscriber,1986,Male,29.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5288,Subscriber,1982,Male,27.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,2436,Subscriber,1959,Male,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4797,Subscriber,1989,Female,27.0
7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5290,Subscriber,1979,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4638,Subscriber,1989,Male,26.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2191,Subscriber,1967,Male,26.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5022,Subscriber,1986,Male,29.0
2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),4407,Subscriber,1986,Male,26.0
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,277,Subscriber,1996,Female,29.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5182,Subscriber,1990,Female,27.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4735,Subscriber,1964,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),6235,Subscriber,1985,Male,26.0
4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,1830,Subscriber,1990,Male,29.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4716,Subscriber,1967,Male,26.0
5 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4988,Subscriber,1979,Male,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5322,Subscriber,1982,Male,29.0
7 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,5559,Subscriber,1990,Male,29.0
16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,1473,Subscriber,1988,Female,29.0
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5034,Subscriber,1993,Male,26.0
3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5412,Subscriber,1990,Male,29.0
11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1964,Subscriber,1989,Female,29.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,2185,Subscriber,1982,Male,27.0
13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,212,Subscriber,1975,Male,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5458,Subscriber,1992,Female,26.0
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,5035,Subscriber,1978,Other,26.0
16 minutes,81,Berry St at 4th St,81,Berry St at 4th St,567,Subscriber,1990,Female,26.0
8 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4773,Subscriber,1982,Female,26.0
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5278,Subscriber,1969,Female,29.0
12 minutes,22,Howard St at Beale St,100,Bryant St at 15th St,5021,Subscriber,1982,Male,26.0
11 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2861,Customer,1989,Female,29.0
10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5351,Subscriber,1991,Male,27.0
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5182,Subscriber,1982,Male,27.0
15 minutes,81,Berry St at 4th St,42,San Francisco City Hall (Polk St at Grove St),4965,Subscriber,1981,Male,26.0
13 minutes,22,Howard St at Beale St,104,4th St at 16th St,5522,Subscriber,1979,Male,26.0
10 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4714,Subscriber,1973,Male,26.0
6 minutes,5,Powell St BART Station (Market St at 5th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),2527,Subscriber,1993,Male,27.0
19 minutes,16,Steuart St at Market St,126,Esprit Park,5239,Subscriber,1985,Male,27.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5267,Subscriber,1963,Female,29.0
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4730,Subscriber,1981,Male,26.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5534,Subscriber,1991,Female,26.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5035,Subscriber,1985,Male,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,5577,Subscriber,1984,Male,27.0
7 minutes,22,Howard St at Beale St,370,Jones St at Post St,4878,Subscriber,1984,Male,26.0
11 minutes,5,Powell St BART Station (Market St at 5th St),102,Irwin St at 8th St,3649,Subscriber,1988,Male,26.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4977,Subscriber,1967,Male,29.0
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4575,Subscriber,1984,Female,26.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5492,Subscriber,1984,Female,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,4834,Subscriber,1972,Male,26.0
11 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,4717,Subscriber,1990,Male,29.0
16 minutes,81,Berry St at 4th St,14,Clay St at Battery St,519,Subscriber,1945,Male,26.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,5393,Subscriber,1983,Male,26.0
10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1399,Subscriber,1987,Male,29.0
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1104,Subscriber,1964,Female,27.0
8 minutes,81,Berry St at 4th St,26,1st St at Folsom St,1084,Subscriber,1969,Male,26.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5411,Subscriber,1989,Male,26.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,2753,Subscriber,1981,Male,26.0
4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4716,Subscriber,1980,Male,26.0
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4736,Subscriber,1982,Male,29.0
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5352,Subscriber,1963,Female,27.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,5141,Subscriber,1972,Male,27.0
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5278,Subscriber,1964,Male,29.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5392,Subscriber,1980,Male,29.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2138,Subscriber,1976,Male,26.0
3 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5182,Subscriber,1993,Male,27.0
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4949,Subscriber,1980,Male,27.0
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,4795,Subscriber,1967,Male,27.0
5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4955,Subscriber,1974,Female,27.0
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4716,Subscriber,1979,Female,26.0
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,789,Subscriber,1967,Female,26.0
10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,1863,Customer,1960,Male,26.0
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2937,Subscriber,1954,Male,27.0
17 minutes,16,Steuart St at Market St,104,4th St at 16th St,47,Subscriber,1970,Female,26.0
7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4814,Customer,1978,Male,27.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,5539,Subscriber,1965,Male,27.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4400,Subscriber,1995,Male,27.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,5368,Subscriber,1988,Female,27.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5034,Subscriber,1977,Male,26.0
2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),1249,Subscriber,1982,Male,26.0
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5557,Subscriber,1988,Male,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,5216,Subscriber,1987,Male,26.0
14 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4977,Subscriber,1988,Male,29.0
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,1630,Subscriber,1982,Male,27.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,5338,Subscriber,1990,Male,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,3137,Subscriber,1984,Male,26.0
10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,5322,Subscriber,1985,Male,29.0
