duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
12 minutes,81,Berry St at 4th St,323,Broadway at Kearny,5480,Subscriber,1959,Male,27.0
24 minutes,3,Powell St BART Station (Market St at 4th St),118,Eureka Valley Recreation Center,5193,Subscriber,1965,Male,26.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3652,Subscriber,1993,Male,26.0
4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1883,Subscriber,1979,Male,29.0
11 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4626,Subscriber,1994,Male,27.0
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3279,Subscriber,1979,Male,26.0
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),107,17th St at Dolores St,1035,Subscriber,1981,Male,29.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,5286,Subscriber,1991,Male,29.0
21 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2124,Customer,1982,Female,26.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,333,Subscriber,1994,Male,26.0
19 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1883,Customer,1983,Male,29.0
6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5331,Subscriber,1990,Male,26.0
7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,1863,Subscriber,1998,Male,26.0
187 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,674,Customer,1987,Female,27.0
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5487,Subscriber,1997,Male,27.0
4 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,1606,Subscriber,1995,Male,26.0
32 minutes,22,Howard St at Beale St,122,19th St at Mission St,3661,Subscriber,1990,Male,26.0
5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4969,Customer,1964,Male,27.0
16 minutes,16,Steuart St at Market St,42,San Francisco City Hall (Polk St at Grove St),5000,Subscriber,2000,Female,26.0
17 minutes,16,Steuart St at Market St,42,San Francisco City Hall (Polk St at Grove St),5230,Subscriber,2000,Male,29.0
16 minutes,16,Steuart St at Market St,58,Market St at 10th St,2033,Subscriber,1998,Male,26.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),364,China Basin St at 3rd St,5055,Subscriber,1986,Male,26.0
10 minutes,5,Powell St BART Station (Market St at 5th St),356,Valencia St at Clinton Park,2165,Subscriber,1982,Male,26.0
3 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),2403,Subscriber,1992,Male,26.0
11 minutes,3,Powell St BART Station (Market St at 4th St),109,17th St at Valencia St,4980,Customer,1980,Male,29.0
3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2409,Subscriber,1990,Female,29.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,2852,Subscriber,1994,Male,27.0
7 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,2459,Subscriber,1977,Male,27.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5193,Subscriber,1990,Male,26.0
6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,903,Subscriber,1990,Male,26.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5218,Subscriber,1988,Female,26.0
9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2177,Subscriber,1990,Male,27.0
12 minutes,3,Powell St BART Station (Market St at 4th St),102,Irwin St at 8th St,5130,Subscriber,1980,Male,27.0
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,3397,Subscriber,1979,Male,26.0
11 minutes,81,Berry St at 4th St,356,Valencia St at Clinton Park,5504,Subscriber,1994,Male,27.0
11 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,531,Customer,1988,Male,29.0
4 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,3385,Subscriber,1990,Female,27.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,2568,Subscriber,1989,Male,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,2804,Subscriber,1966,Male,26.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),130,22nd St Caltrain Station,5213,Subscriber,1986,Male,29.0
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,1575,Subscriber,1988,Male,29.0
12 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,2899,Subscriber,1967,Female,26.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,1894,Subscriber,1977,Male,27.0
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2960,Subscriber,1977,Female,26.0
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,2193,Subscriber,1996,Female,27.0
1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,2436,Subscriber,1990,Female,27.0
7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,3617,Subscriber,1989,Male,26.0
8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,626,Subscriber,1994,Male,26.0
15 minutes,5,Powell St BART Station (Market St at 5th St),4,Cyril Magnin St at Ellis St,4719,Subscriber,1973,Male,26.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,2125,Customer,1991,Male,29.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,5374,Subscriber,1999,Female,26.0
16 minutes,22,Howard St at Beale St,350,8th St at Brannan St,1310,Subscriber,1987,Male,27.0
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,2531,Subscriber,1999,Female,26.0
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,1502,Subscriber,1998,Female,26.0
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,1202,Subscriber,1999,Male,26.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,377,Subscriber,1999,Male,26.0
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,3711,Subscriber,1985,Male,26.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,2918,Subscriber,1999,Female,26.0
10 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5233,Subscriber,1987,Male,27.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,507,Subscriber,1998,Male,26.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,608,Subscriber,1999,Male,27.0
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,157,Subscriber,1999,Male,27.0
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,4602,Subscriber,1991,Female,27.0
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,181,Subscriber,1967,Male,27.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3715,Subscriber,1999,Male,29.0
10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5392,Subscriber,1986,Male,29.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,1012,Customer,1991,Female,26.0
19 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,465,Subscriber,1989,Male,26.0
19 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,3009,Subscriber,1992,Female,29.0
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),377,Fell St at Stanyan St,5105,Subscriber,1992,Male,26.0
38 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5271,Subscriber,1988,Male,27.0
9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5125,Subscriber,1988,Male,27.0
13 minutes,5,Powell St BART Station (Market St at 5th St),370,Jones St at Post St,5373,Subscriber,1987,Male,26.0
20 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,443,Subscriber,1985,Female,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1920,Subscriber,1990,Male,26.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,316,Subscriber,1999,Female,27.0
18 minutes,22,Howard St at Beale St,72,Page St at Scott St,5162,Subscriber,1980,Female,27.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,1299,Subscriber,1996,Male,29.0
15 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,1547,Subscriber,1990,Female,27.0
14 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,3309,Subscriber,1990,Male,29.0
22 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,3224,Subscriber,1986,Female,26.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4799,Subscriber,1981,Male,29.0
4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5458,Subscriber,1980,Male,26.0
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2568,Customer,1990,Male,27.0
79 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,2684,Customer,1987,Male,29.0
78 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,2030,Customer,1987,Male,27.0
80 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,2086,Customer,1987,Male,27.0
5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,1315,Subscriber,1985,Male,27.0
6 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5224,Subscriber,1983,Female,26.0
11 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,192,Subscriber,2000,Female,26.0
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1159,Subscriber,1986,Female,29.0
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1602,Subscriber,1988,Male,26.0
22 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),4716,Customer,1975,Male,26.0
9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1465,Subscriber,1999,Female,26.0
9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,685,Subscriber,1991,Female,29.0
10 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3109,Subscriber,2000,Female,29.0
6 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,4383,Subscriber,1985,Male,29.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),370,Jones St at Post St,4960,Subscriber,1988,Male,26.0
18 minutes,16,Steuart St at Market St,116,Mississippi St at 17th St,5262,Subscriber,1989,Female,26.0
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,4996,Subscriber,1994,Male,26.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4799,Subscriber,1987,Male,29.0
10 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,1959,Customer,1990,Male,26.0
11 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5222,Customer,1990,Male,29.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5047,Subscriber,1987,Male,26.0
10 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,2499,Subscriber,1988,Male,26.0
19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),52,McAllister St at Baker St,5518,Subscriber,1993,Male,27.0
6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,955,Subscriber,1998,Male,26.0
5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,593,Subscriber,2000,Female,27.0
6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1514,Subscriber,2000,Male,27.0
9 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,5224,Subscriber,1990,Female,26.0
8 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,5528,Subscriber,1996,Male,26.0
9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,4574,Subscriber,1977,Male,26.0
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2152,Subscriber,2000,Male,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5070,Subscriber,1987,Male,29.0
19 minutes,3,Powell St BART Station (Market St at 4th St),121,Mission Playground,3491,Subscriber,1961,Male,27.0
4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,223,Subscriber,1988,Male,27.0
3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2568,Subscriber,1988,Male,27.0
8 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,5474,Subscriber,1997,Female,27.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5245,Subscriber,1989,Male,26.0
19 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,4814,Subscriber,1970,Male,27.0
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5546,Customer,1977,Female,26.0
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),72,Page St at Scott St,1122,Subscriber,1979,Male,29.0
27 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,5294,Subscriber,1983,Female,27.0
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,4924,Subscriber,1992,Male,27.0
16 minutes,22,Howard St at Beale St,125,20th St at Bryant St,4942,Customer,1958,Male,26.0
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5253,Subscriber,1981,Male,26.0
10 minutes,81,Berry St at 4th St,321,5th St at Folsom,4832,Customer,1996,Male,29.0
25 minutes,3,Powell St BART Station (Market St at 4th St),134,Valencia St at 24th St,2738,Subscriber,1986,Female,26.0
9 minutes,5,Powell St BART Station (Market St at 5th St),73,Pierce St at Haight St,4414,Subscriber,1995,Female,27.0
11 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5427,Subscriber,1969,Male,27.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,6235,Subscriber,1986,Male,26.0
14 minutes,3,Powell St BART Station (Market St at 4th St),223,16th St Mission BART Station 2,5570,Subscriber,1962,Other,26.0
14 minutes,3,Powell St BART Station (Market St at 4th St),223,16th St Mission BART Station 2,5328,Subscriber,1989,Female,29.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,5571,Subscriber,1988,Male,26.0
16 minutes,22,Howard St at Beale St,115,Jackson Playground,5332,Customer,1982,Male,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4574,Subscriber,1979,Male,26.0
14 minutes,22,Howard St at Beale St,114,Rhode Island St at 17th St,5445,Subscriber,1994,Male,29.0
10 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4413,Subscriber,1978,Male,26.0
9 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5392,Subscriber,1988,Male,29.0
17 minutes,22,Howard St at Beale St,356,Valencia St at Clinton Park,5325,Subscriber,1995,Male,26.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5222,Subscriber,1995,Male,29.0
24 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5353,Subscriber,1965,Male,27.0
8 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,4968,Subscriber,1993,Female,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5526,Subscriber,1975,Male,27.0
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,5485,Subscriber,1986,Other,26.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,3397,Subscriber,1992,Female,26.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4728,Subscriber,1991,Female,27.0
14 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,1338,Subscriber,1984,Male,26.0
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,4426,Subscriber,1987,Male,27.0
17 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,149,Customer,1984,Male,27.0
5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,3554,Subscriber,1989,Male,27.0
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4319,Subscriber,1992,Male,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,5494,Subscriber,1994,Male,26.0
32 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,5027,Subscriber,1975,Male,26.0
10 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5229,Subscriber,1991,Male,26.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),136,23rd St at San Bruno Ave,5574,Subscriber,1980,Female,27.0
11 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,4748,Customer,1996,Male,27.0
6 minutes,81,Berry St at 4th St,49,S Park St at 3rd St,3711,Subscriber,1978,Male,26.0
6 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6235,Subscriber,1967,Male,26.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,967,Subscriber,1983,Male,26.0
21 minutes,81,Berry St at 4th St,55,Webster St at Grove St,4969,Subscriber,1969,Female,27.0
7 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),5530,Subscriber,1990,Female,26.0
18 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,5535,Subscriber,1993,Male,29.0
19 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,4344,Subscriber,1991,Female,26.0
13 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,3616,Subscriber,1991,Male,26.0
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3108,Subscriber,1992,Male,26.0
1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4319,Subscriber,1991,Male,26.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4968,Subscriber,1993,Female,27.0
3 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1718,Subscriber,1986,Male,26.0
8 minutes,22,Howard St at Beale St,4,Cyril Magnin St at Ellis St,1475,Subscriber,1994,Other,26.0
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5253,Subscriber,1988,Other,26.0
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5114,Customer,1993,Male,26.0
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,3432,Subscriber,1988,Male,29.0
12 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4778,Subscriber,1994,Male,26.0
9 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),2738,Subscriber,1993,Female,26.0
12 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,1565,Customer,1992,Female,29.0
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,5307,Subscriber,1987,Female,27.0
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),55,Webster St at Grove St,4953,Subscriber,1992,Female,26.0
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),74,Laguna St at Hayes St,4347,Customer,1988,Male,29.0
8 minutes,22,Howard St at Beale St,323,Broadway at Kearny,5359,Subscriber,1985,Male,26.0
18 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,4320,Subscriber,1980,Male,27.0
11 minutes,22,Howard St at Beale St,104,4th St at 16th St,2473,Subscriber,1982,Male,26.0
6 minutes,22,Howard St at Beale St,47,4th St at Harrison St,3225,Subscriber,1986,Male,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4658,Subscriber,1989,Male,26.0
19 minutes,5,Powell St BART Station (Market St at 5th St),144,Precita Park,4553,Subscriber,1994,Female,26.0
19 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,2564,Subscriber,1970,Male,27.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4982,Subscriber,1985,Female,27.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5110,Subscriber,1948,Male,26.0
2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5549,Subscriber,1993,Male,27.0
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,411,Subscriber,1989,Male,27.0
18 minutes,22,Howard St at Beale St,115,Jackson Playground,5407,Subscriber,1986,Male,26.0
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),87,Folsom St at 13th St,5282,Customer,1990,Male,27.0
10 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5438,Customer,1990,Female,27.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5381,Subscriber,1990,Female,29.0
6 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2550,Subscriber,1979,Male,26.0
5 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,643,Subscriber,1981,Male,27.0
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4609,Subscriber,1993,Male,27.0
17 minutes,5,Powell St BART Station (Market St at 5th St),142,Guerrero Park,4928,Subscriber,1993,Male,27.0
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,2113,Subscriber,1987,Male,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5550,Subscriber,1994,Male,27.0
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4969,Customer,1975,Male,27.0
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3109,Subscriber,1982,Male,29.0
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,5423,Customer,1993,Male,26.0
23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,5226,Subscriber,1981,Male,27.0
23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,4820,Customer,1993,Male,29.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,1396,Subscriber,1997,Male,26.0
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,5051,Subscriber,1984,Male,26.0
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5463,Subscriber,1988,Female,26.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4716,Subscriber,1984,Male,26.0
6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4768,Subscriber,1988,Male,29.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4344,Subscriber,1984,Female,26.0
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,4601,Subscriber,1985,Female,27.0
13 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4613,Customer,1981,Male,26.0
3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1514,Customer,1994,Male,27.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,2174,Subscriber,1979,Male,27.0
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),967,Subscriber,1987,Male,26.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,4780,Subscriber,1982,Male,29.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4426,Subscriber,1988,Male,27.0
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,5458,Subscriber,1975,Male,26.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,5029,Subscriber,1988,Female,26.0
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),2960,Subscriber,1991,Female,26.0
7 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5570,Subscriber,1995,Male,26.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,2481,Subscriber,1989,Male,29.0
19 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,2238,Subscriber,1984,Male,29.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5561,Subscriber,1988,Male,27.0
9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4969,Subscriber,1978,Male,27.0
7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4574,Subscriber,1992,Male,26.0
26 minutes,22,Howard St at Beale St,120,Mission Dolores Park,3053,Subscriber,1987,Female,29.0
7 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4655,Subscriber,1986,Female,27.0
4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1126,Subscriber,1994,Female,27.0
7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,160,Customer,1979,Male,27.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,491,Subscriber,1991,Male,27.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5007,Customer,1984,Male,27.0
9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4390,Customer,1986,Male,29.0
