Unnamed: 0,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
85251,Madeline Groves,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Silver
85252,Madeline Groves,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
85408,Hans Gruhne,M,27.0,193.0,92.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Gold
85929,Evandro Motta Guerra,M,34.0,207.0,106.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
86211,Michal Yves Robert Guigou,M,34.0,179.0,79.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
87247,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
87249,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
87541,Mario-Elio Gyr,M,31.0,187.0,76.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
87749,Francis Townley Haas,M,19.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
88097,Kai Hfner,M,27.0,192.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
88238,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
88239,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Silver
88240,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Gold
88737,Arman Hall,M,22.0,183.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
89224,Fabian Hambchen,M,28.0,164.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
90102,Tawin Hanprab,M,18.0,176.0,58.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Silver
90256,Henrik Toft Hansen,M,29.0,200.0,105.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
90337,Mikkel Hansen,M,28.0,196.0,98.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
90361,Ren Toft Hansen,M,31.0,200.0,105.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
90967,Christa Deanne Harmotto-Dietzen,F,29.0,188.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
91278,Christoph Harting,M,26.0,207.0,120.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Gold
91415,Artem Harutyunyan,M,25.0,172.0,64.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze
91824,Natasha Monique Hastings,F,30.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
92522,Akeem Haynes,M,24.0,170.0,73.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
92668,Maaike Christiane Head,F,32.0,173.0,59.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Gold
93374,Silvio Heinevetter,M,31.0,194.0,99.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
93996,"Jeffrey ""Jeff"" Henderson",M,27.0,183.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Gold
94037,Kaj Hendriks,M,28.0,197.0,95.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
94315,Desiree Latifah N. Henry,F,20.0,171.0,64.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
94892,"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
94894,"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Silver
94922,Nico Miguel Hernandez,M,20.0,165.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
95006,"Guillermo Gustavo ""Willy"" Hernangmez Geuer",M,22.0,210.0,115.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
95045,Camilla Herrem,F,29.0,167.0,57.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
95824,Rei Higuchi,M,20.0,163.0,63.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
95919,"Alexander ""Alex"" Hill",M,23.0,194.0,92.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
95966,"Kimberly ""Kim"" Hill",F,26.0,193.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
95976,Phelan Peter Hill,M,37.0,172.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
96504,Sophie Hitchon,F,25.0,170.0,75.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Bronze
97960,"Maxwell Philip ""Max"" Holt",M,29.0,208.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
98565,Tamara Horacek,F,20.0,179.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
98898,"Mackenzie ""Mack"" Horton",M,20.0,190.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Gold
99037,Natsumi Hoshi,F,25.0,164.0,56.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Bronze
99148,Katinka Hossz,F,27.0,175.0,65.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Gold
99149,Katinka Hossz,F,27.0,175.0,65.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Silver
99150,Katinka Hossz,F,27.0,175.0,65.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Gold
99151,Katinka Hossz,F,27.0,175.0,65.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Gold
99247,Manon Houette,F,24.0,168.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
99261,Frances Julia Houghton,F,35.0,193.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
99267,Pierre Houin,M,22.0,182.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold
99747,Filip Hrgovi,M,24.0,198.0,101.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
99916,Cbrayl Hsnov,M,26.0,170.0,74.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
99938,Hu Jianguan,M,23.0,168.0,52.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Bronze
100101,Huang Wenyi,F,25.0,178.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
100707,Hui Ruoqi,F,25.0,192.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
101753,Diego Matias Hyplito,M,30.0,170.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Silver
101862,Caterine Ibargn Mena,F,32.0,185.0,70.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Gold
101904,Magomed Idrisovich Ibragimov,M,31.0,183.0,97.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
102017,Kaori Icho,F,32.0,166.0,61.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold
102310,Shota Iizuka,M,25.0,185.0,80.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
102450,Cenk ldem,M,30.0,180.0,98.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
102632,Yekaterina Fyodorovna Ilyina,F,25.0,174.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
103530,Kyrie Andrew Irving,M,24.0,190.0,87.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
103668,Radik sayev,M,26.0,200.0,93.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Gold
104762,Ja Dong-Min,M,29.0,190.0,91.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Bronze
104998,Shericka Jackson,F,22.0,173.0,61.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Bronze
104999,Shericka Jackson,F,22.0,173.0,61.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
105321,Connor Jaeger,M,25.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
105329,"Thomas ""Tom"" Jaeschke",M,22.0,198.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
105362,Evan Reese Jager,M,27.0,188.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
105630,Malte Jakschik,M,23.0,194.0,93.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
105755,Kirani James,M,23.0,180.0,66.0,Grenada,GRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Silver
105842,Andrei Jms,M,34.0,184.0,90.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Bronze
106342,Inge Janssen,F,27.0,182.0,74.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
106826,Daniel Jasinski,M,26.0,207.0,120.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Bronze
107112,Ruth Jebet,F,19.0,162.0,51.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold
107448,Lindsay Jennerich,F,34.0,165.0,59.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Silver
107590,Henrik Mllgaard Jensen,M,31.0,197.0,102.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
108903,Eric Johannesen,M,28.0,193.0,100.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
109857,Nikola Joki,M,21.0,209.0,115.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
110108,Jade Louise Jones,F,23.0,156.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Gold
110505,"Hyland DeAndre Jordan, Jr.",M,28.0,211.0,120.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
110799,Nevena Jovanovi,F,26.0,179.0,72.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
110813,Stefan Jovi,M,25.0,196.0,94.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
110837,"Joseph ""Joe"" Joyce",M,30.0,197.0,108.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Silver
110948,Morten Jrgensen,M,31.0,183.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
111019,Osmany Juantorena Portuondo,M,30.0,200.0,85.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
112292,Nikola Kalini,M,24.0,202.0,102.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
112312,Viktoriya Viktorovna Kalinina,F,27.0,183.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
112345,Chase Tyler Kalisz,M,22.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Silver
112918,Rie Kaneto,F,27.0,175.0,64.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Gold
113134,Boglrka Kaps,F,23.0,168.0,54.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Bronze
113296,Luka Karabatic,M,28.0,202.0,108.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
113300,Nikola Karabatic,M,32.0,194.0,104.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
114515,Ryohei Kato,M,22.0,162.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold
114840,Risako Kawai,F,21.0,160.0,61.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
114968,Rza Kayaalp,M,26.0,182.0,130.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
115218,Shaun Keeling,M,29.0,196.0,94.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Silver
115860,Tams Kenderesi,M,19.0,186.0,74.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,Bronze
115866,Sam Kendricks,M,23.0,185.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Bronze
117104,Vladimer Khinchegashvili,M,25.0,170.0,57.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
117656,Faith Chepngetich Kibiegon,F,22.0,157.0,43.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Gold
118572,Kim Hyeon-Wu,M,27.0,173.0,80.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
119020,Kim So-Hui,F,22.0,164.0,50.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Gold
119106,Kim Tae-Hun,M,21.0,182.0,59.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Bronze
119499,Lilly King,F,19.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Gold
119501,Lilly King,F,19.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
119677,Eliud Kipchoge,M,31.0,167.0,57.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Gold
119738,Conseslus Kipruto,M,21.0,167.0,58.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
120083,Eunice Jepkirui Kirwa,F,32.0,155.0,49.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Silver
120102,Yoshihide Kiryu,M,20.0,175.0,68.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
120459,Hyvin Kiyeng Jepkemoi,F,24.0,162.0,42.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver
122073,Yuki Kobori,M,22.0,183.0,77.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
122089,Agnieszka Kobus,F,25.0,177.0,68.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
122274,Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
122275,Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Silver
122884,Sara Kolak,F,21.0,170.0,74.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Gold
125630,"Joseph Mathias ""Joe"" Kovacs",M,27.0,183.0,134.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Silver
126854,Jannick Green Krejberg,M,27.0,195.0,95.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
127156,Veronica Egebakken Kristiansen,F,26.0,175.0,68.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
127338,Sara Krnji,F,25.0,193.0,83.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
128373,Denis Maksymilian Kudla,M,21.0,184.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
128438,Andreas Kuffner,M,29.0,196.0,94.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
128521,Julius Khn,M,23.0,198.0,110.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
128700,Nikolay Yulyevich Kuksenkov,M,27.0,172.0,65.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
129517,Amanda Maria Kurtovic,F,25.0,175.0,71.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
129925,Polina Viktorovna Kuznetsova (Vyakhireva-),F,29.0,168.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
130306,Julio Csar La Cruz Peraza,M,26.0,182.0,81.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Gold
130607,Alexandra Lacrabre,F,29.0,177.0,73.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
131775,Niklas Landin Jacobsen,M,27.0,201.0,102.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
131805,Laurisa Landre,F,30.0,174.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
132169,"Matthew Keir ""Matt"" Langridge",M,33.0,194.0,93.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
132278,Filippo Lanza,M,25.0,198.0,98.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
132537,Yekaterina Alekseyevna Larionova,F,22.0,158.0,63.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
132560,"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,Silver
132561,"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
132723,Jacob Sgaard Larsen,M,28.0,182.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
132743,Mads Mensah Larsen,M,24.0,188.0,106.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
132828,Jordan Quinn Larson-Burbach,F,29.0,188.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
133558,Renaud Lavillenie,M,29.0,177.0,71.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Silver
134052,Chad Guy Bertrand le Clos,M,24.0,190.0,83.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Silver
134053,Chad Guy Bertrand le Clos,M,24.0,190.0,83.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Silver
134632,"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Gold
134633,"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Gold
134634,"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Gold
134635,"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
134636,"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
134811,Lee Dae-Hun,M,24.0,183.0,70.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Bronze
134825,David Cameron Lee,M,34.0,203.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
135586,Zoe Samantha Lee,F,30.0,176.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
136432,Christophe Alexandre Christian Lematre,M,26.0,190.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Bronze
136481,Finn Lemke,M,24.0,210.0,115.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
137307,Joanna Leszczyska,F,27.0,183.0,75.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
137572,Olga Sergeyevna Levina-Akopyan,F,31.0,176.0,63.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
137603,Vasily Alekseyevich Levit,M,28.0,185.0,91.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Silver
137839,Amandine Suzanne Monique Leynaud,F,30.0,178.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
137853,Danell Johan Leyva Gonzalez,M,24.0,170.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Silver
137854,Danell Johan Leyva Gonzalez,M,24.0,170.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
138282,Li Qian,F,26.0,180.0,75.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Bronze
138892,Julia Lier,F,24.0,183.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
